text,label
i want to sleep all weeekend,OTHER
"@user Trump: Evangelical Christians are fine with whatever I do, I'm their Messiah.",OTHER
@user Your a bigger Idiot than I thought. Please impeach! It will finish your pathetic party!,OTHER
Chick Fil A employees are PLUR as fuck,OTHER
@user @user What about the people in servers where the event didn’t happen?,OTHER
Car wash and slide to the office dayshift,OTHER
"But I can't spell it out for you, baby",OTHER
@user Tmj nhaqui ❤💪,OTHER
"Personally, I love Judge Janine!",OTHER
@user Same match screwed my Accer this week as well,OTHER
Just had such a productive day! Feels like I am on the up more and more every week. And I am THRILLED about it. 💃🏻💃🏻,OTHER
@user The coffee that comes with the frosted cake,OTHER
I like Dead to Me but my freak ass wants them to be in love,OTHER
"@user That's because they suck, Josh.",OTHER
The green passport....welll....we thank God😂😂😂,OTHER
"@user Wow, only 6 minutes for the 3rd part. Is someone helping you type?",OTHER
why can’t our dreams turn into reality ?,OTHER
@user Obstruction of a fake witch hunt? U are disgusting,OTHER
"girl, it´s easy to love me now would you love me if i was down and outwould you still had love for me, girl?",OTHER
@user geoff needs help,OTHER
@user @user TWO OF THE HOTTEST,OTHER
"@user Just from that you MHA fans are insecure, lmfao",OTHER
@user I feel exactly how the writer feels but the response still leaves my feeling hungry and unsatisfied. I'm a lost cause,OTHER
I’ll be 18 in 3 months...,OTHER
@user @user Will we ever see the actual voting numbers??  Questioning a few categories.,OTHER
@user is there any truth to the rumor that eating too many of you can actually turn you into a sour patch kid?,OTHER
@user @user I'm available,OTHER
@user That was just sexy,OTHER
Yes fam. I pray you revert,OTHER
What y’all call it?,OTHER
Dr @user has proven beyond reasonable doubt that he is worthy of his ministerial nomination,OTHER
I wish I was someone who has light enough hair that I could dye it fun colors without it killing my hair.,OTHER
20 likes and I’ll use my tattoo money on my girl’s hair appointment,OTHER
@user Address asap😂😂😂,OTHER
I have so much respect for the people on @user #hotones now 🔥🔥🔥🔥@RawisMartin,OTHER
@user Why you in camp by yourself,OTHER
park jimin is so cute oh my god,OTHER
"@user YESSS NOW I REMEMBER!! 😅nop, first time hearing of it :0",OTHER
@user Between 0.2mbps and 0.4mbps download. A maximum of 0.07in upload.,OTHER
A group of old ladies at work just told me there are 2 things I can avoid in life: melanoma and men. Incredible.,OTHER
They really are the worst man's on YA.,OTHER
@user IFB FAST!,OTHER
everything isn’t fine,OTHER
@user @user @user Exactly!,OTHER
@user If you want some inspiration/motivation give @user a follow. It'll be tough going but worth it in the end. Good luck! 👍,OTHER
@user gonna do this to u @user 😈😈😈😈,OTHER
@user thanks for sharing that post!,OTHER
memorable party last night 💚☹️,OTHER
"@user Cool enlarged NCAA bracket ... er, never mind.  Losers like this should never be given a chance to run our country.",OTHER
@user The Phillies will do that to you.,OTHER
@user @user EPA Man usas wassapt,OTHER
@user Are those Crystal balls I see all over?,OTHER
DPR live colors show &lt;3333,OTHER
@user Never really cared to much about Steve Harvey’s views on things,OTHER
@user @user @user @user please make sure our elections in Utah aren’t tampered with by illegal voters,OTHER
Bro Why radical red chrysantemums are tomato pickering is not lit and so on,OTHER
Never settling again 😂fuck that,OTHER
@user how did i not see you tweet this,OTHER
#TeamRussia set to face-off against the Czechs in about 45 mins from now.,OTHER
@user As long as you know 😜,OTHER
You want to know what’s on my mind??,OTHER
@user They lost,OTHER
@user Think it's just a y'all can be replaced action to scare the players. I don't think it will work,OTHER
@user Check ur dm.,OTHER
@user @user Source of that nonsense! Or shut the hell up!,OTHER
"I’m not evil by design, but I feel dead at time",OTHER
@user @user Must have been! 😀,OTHER
@user you sound real stupid,OTHER
@user @user i was today years old when i found out she was bisexual,OTHER
@user @user riley isn’t home for a majority of the day🙈,OTHER
@user Disappointed but not suprised,OTHER
Overalls #LifesGoodat40 #Sweepstakes,OTHER
@user Well it’s working,OTHER
This is a litttt Halloween costume,OTHER
@user @user Praising yu,OTHER
THEY LOOK LIKE FUCKING CLOWNS SUSISIIIII,OTHER
"One love, two mouthsOne love, one houseNo shirt, no blouseJust us, you find out",OTHER
See falling - kaish 🙌🏾🙌🏾,OTHER
not @ my mind trying to make feel hated by ARIANA like lmao i’m over it. can my mind give me a break pls.,OTHER
@user No cuz its a meme,OTHER
please do @user :'(((((((,OTHER
@user stealing your brand!!!!!!,OTHER
"Dislike, antes molabas...",OTHER
@user Noah and Grace 😍 #Greenleaf,OTHER
@user My cross sorted,OTHER
"'Cause everytime we touch, I...",OTHER
@user use your imagination,OTHER
@user @user @user No power from last 17 hrs in Eldeco Garden Estate in Afeem Kothi. What is happening?,OTHER
@user That was gonna be my thing in my house this year pero con todo y aire en la sala no me convence,OTHER
@user The sense of entitlement knowing that it doesn’t matter if Trump is elected again to you is MIND BLOWING #NeverBernie,OTHER
"@user Idk why you're surprised, most white things are gross",OTHER
@user Any Shaqs left?,OTHER
Up for sale is a 1982 Audi Bentayga,OTHER
@user City girls 😢,OTHER
Wait does this make sense I feel like I wrote it too fast lmao the doctor was a stan,OTHER
No you cant ride your bike in the house. What i just said to my 10 year old. Its like living with a circus monkey,OTHER
"jgh, THANK YOU SO MUCH SSA PIPS!!! 💖 happy legality to me 🎉",OTHER
I ain’t gone know how to act when Rih drops R9!!!,OTHER
"@user @user I will know when, you two are chalk and cheese",OTHER
@user cba for my bal,OTHER
"Hey EuInacito(@oinacito), thank you for following me",OTHER
pls send me wholesome memes.,OTHER
"@user This was wonderful, thank you. I’ll make sure to share it with my family.",OTHER
So Adderley will go down in history as the man who died shooting his own balls off? #Poldark,OTHER
@user @user God forbid a public servant is accountable to her constituents.,OTHER
My thought RT @user The speed with which the 8th Senate used in confirming Emefiele doesn't sit right with me. But what do I know?,OTHER
"@user Usso... Joining Reo in a duet, are we?",OTHER
@user You are literally the only person at work who doesn’t terrorize me and you’re gone for a week. Have fun tho,OTHER
Does this get me out of work?,OTHER
starting to get sick... AC/bday weekend is in one week... taking all recommendations for sickness remedies and preventions...thnx,OTHER
Brings back wonderful memories!,OTHER
That pic of Kihyun all up in the lucky fan's camera 💀💀💀💀💀💀💀💀dead,OTHER
@user @user @user I STAN A TALENTED QUEEN,OTHER
😳😳😳 he does tho,OTHER
@user yES. COME TO SYDNEY,OTHER
I hate when my girl is sick 😢,OTHER
@user KEN I LOVE U😭,OTHER
never too old☺️,OTHER
@user You too ❤️🙌🏻,OTHER
"I wish i can take your pain away, you just don't know your worth yet, and lemme tell you, you're AMAZING, so FRICKING AMAZING!!!",OTHER
@user This you asking???,OTHER
u can't control my shit,OTHER
Liking $ETH #Ethereum and $DOGE #Dogecoin both running nicely!,OTHER
@user And yet we bought a pipeline.,OTHER
@user Would love to!!!,OTHER
@user Yeah his decision to switch to converse from vans is a good move also,OTHER
@user good or bad karma?,OTHER
@user I was scared for a second,OTHER
Some of y’all just want the lifestyle not the dream,OTHER
I miss him idk why but I do,OTHER
@user What is second nexus???? Doesn’t seem like a serious source,OTHER
@user Lmao NBTS.. eh,OTHER
@user One way trip to the sun coming up.No deadly water vapor there,OTHER
@user Sanger would be so proud,OTHER
@user @user @user Heroes?,OTHER
I forgot that you existed 🤭,OTHER
@user @user I am😂 but i aint got shit on u😂😂,OTHER
@user THEY HATE U TOO.Also there are a lot of fake ones that are really bad.This friggin chair won international awards.,OTHER
@user *nobody drops Snapchat * I hate mf who ain’t active 🤨😂,OTHER
"@user @user Also hi, Ill be hungry in Kildare then. Sorry had a big lunch. 😂",OTHER
@user @user I don’t even got no bitches so I really can’t relate 😂😂,OTHER
Alhamdulliah for everything in my life. The good &amp; bad. Some were blessings &amp; some were lessons.,OTHER
@user @user But did you buy?,OTHER
@user @user @user @user @user @user I enjoyed yall too..@CNN these lovely people need a show together...,OTHER
@user Very funny!!!,OTHER
@user Cheers mate..,OTHER
@user @user Nope.,OTHER
Harness that Love....   #DemDebate2 #Dumpsterfire,OTHER
@user @user @user More like Gorilla activism,OTHER
"As the bank holiday ends, I'm impressed by the lack of sirens and screaming in the night. Or, they are less frequent.",OTHER
im talking to mah self i hope im listenin',OTHER
@user It’s An amazing twitter account,OTHER
@user Was to be expected. It's impossible to stay that healthy every year.,OTHER
"@user cute pic! Y don't u add ""Hold Her Like a Baby,"" 2 the new album?😉💜🎸",OTHER
@user Should...should I tell them?,OTHER
@user You’ve clearly missed your calling. You should resign immediately and become a TV weatherman instead.,OTHER
when PJ hit him like he hit AP and take him out the game &gt;,OTHER
My pinky nail fxcking broke. Idk where it’s at 🙄😒.,OTHER
@user Go to vote,OTHER
@user @user *looks for app*,OTHER
"Wind 17,3 km/h SE. Barometer 1023,0 hPa, Falling. Temperature 12,0 °C. Rain today 0,0mm. Humidity 99%",OTHER
your (white) idols all are my rivals,OTHER
I’m having the same dilemma,OTHER
Forever grateful 😇,OTHER
@user Tuned in hun😘,OTHER
@user 👀 waiting 😜 I’ve flashed already 😂,OTHER
@user Thank you!! I miss you too!!💗💙💗😘,OTHER
Sry but my phone is going on DND while I watch invader zim,OTHER
@user Shut up,OTHER
Now watching @user Chernobyl on @user and following live tweets by @user Brilliant. #Chernobyl,OTHER
his birthday in 23 mins🥳🥳,OTHER
@user only true men choose o,OTHER
That direct deposit hit 🤤🤤🤤,OTHER
Bikers on the road are annoying. Just get a moped and call it a day lmaoooo,OTHER
@user someone else sounds like a cheater cheater pumpkin eater,OTHER
@user You laugh like killer 😂,OTHER
@user @user hell no.,OTHER
@user Beauty ❤️❤️,OTHER
@user What your video making schedule?,OTHER
I would much rather wear foot coffins then hurt my feet on the sharp ass gravel,OTHER
Im going to a hndrxx nd carti concert this year got to,OTHER
Katy isso beautiful dndjsksk,OTHER
@user He doesnt even try and pretend anymore.,OTHER
Why do people get mad when ppl play the game???ITS A GAME.No one is evil.  No one is selfish or mean..They are playing #bb21,OTHER
Who the fuck are you? 🤷🏾‍♂️,OTHER
@user oh ty! but it’s not like serious if that makes sense sksksksj,OTHER
@user long binned them lad hahaha used to be sound me fat head ruined them,OTHER
I see chow,OTHER
#15andCantHideIt its Been a year since Somebody,OTHER
4 am me please,OTHER
@user ACO is litterally one of the worst ac games..,OTHER
@user @user @user #MileyOnTwitter NEVER LEAVE💘💘,OTHER
@user sorry our the game fifa is made up #egypt,OTHER
“Will you be my friend-a-saurus? Thats the only way to friend zone somebody”,OTHER
@user i love when people are like that tbh didkdkdk i find it cute even if we dont text often,OTHER
"@user @user @user @user Struggling to keep up tonight just pressing likes, will listen later 🙄🤮",OTHER
@user i feel the same exact way,OTHER
3 years late I've just started #COD #BlackOpsIII,OTHER
@user when is he flying in!,OTHER
Shit nuggets time to deactivate,OTHER
bury a friend,OTHER
"@user @user The only time you'll hear ""Thank God for VAR"" this season.",OTHER
We can’t even sleep now y’all,OTHER
@user Thanks luv I hope so too,OTHER
@user @user @user Make it 🏁🏁🏁,OTHER
@user 😭😭😂😂😂 update.,OTHER
Bought some $MSFT,OTHER
Not once have I seen distribution companies lobby for people to recycle in Jamaica.,OTHER
@user Miss you to hun I can’t wait to soccer season !,OTHER
My next move is gonna make a few people upset 😂🤷‍♀️,OTHER
how am i awake am i even awake,OTHER
@user He’s also called David the n-word so idk about “good guy”,OTHER
@user I’m too poor for a sauna so sitting in my car is what I do instead,OTHER
@user @user What you should say is all leftover uneaten pizza slices from customers are not given to other customers.,OTHER
@user @user @user Waaat ok miss,OTHER
"@user @user If they used the reports from this bogus group to fertilize the fields, the crop yields would be enormous.",OTHER
@user 4.1% doesn’t even rank with George W and we were almost in economic crisis then. Pesky old facts.,OTHER
"Cancer has been the single worst thing to happen to my family over the past 10 months, it just keeps coming back to us😩",OTHER
@user The truth hurts 😔,OTHER
@user Multiple talents 🤘🏼,OTHER
He saying this because he know he’ll give us the smoke again this season,OTHER
@user You’ll feel so much better afterwards,OTHER
Fuck everybody tbh,OTHER
@user Denpasar. Bali is peaceful and I need to go back there.,OTHER
Happy to be cleaning this morning!,OTHER
@user deserves all the love the world could give💙,OTHER
So I’ve had my iPhone this long and just noticed all the different lightning features,OTHER
@user Me too!,OTHER
@user Ain’t it pretty. Unfortunately the story is ain’t as pretty. Written beautifully but the story has sadness on every page.,OTHER
@user Except when they found out his administration paid women less.,OTHER
"@user Booker,Diallo,JoVal,Conley tons",OTHER
@user Neat Meme. 🇺🇸🇺🇸🤠,OTHER
when does planet 5 start?,OTHER
Thanks to @user and @user for a fantastic show this week! #fortboyard,OTHER
@user Are u fan?,OTHER
@user Yes! Anyone other than @user,OTHER
@user @user @user i heard he wants a kid,OTHER
Also did weighted push ups... and i still don’t like working out my upper body 🤷🏽‍♀️,OTHER
Probably was that damn Chinese food!!! 🌷🌸💕,OTHER
I can’t believe some Canadians are actually complaining about that amber alert that happened last night at 11:30 for a missing 11 year old,OTHER
@user it's NOT Mac n cheese .. ITS Macaroni cheese,OTHER
Yo just lookin at this made me sneeze,OTHER
@user It's better to be safe and update your account details - such as your password - incase it's fallen into the wrong hands.,OTHER
@user @user EVERYDAY KU SIRAM ALL#SoompiAwards #TeamBTS #TwitterBestFandom @BTS_twt,OTHER
she said lil slump next i said lil bitch please shut ur mouth,OTHER
"@user @user 39 Remain MEPs out of 73, who won?",OTHER
Just love waking up at 5am 😫,OTHER
@user @user Lol!!  Good choice!! XD,OTHER
my nephews bday is on the 16th and I can’t even see him ☹️,OTHER
good night i love emma so mf much. so proud of her. always,OTHER
"@user Yeah, we're 😉",OTHER
Dickson 2PP:LNP 55.5% (+3.8)ALP 44.5% (-3.8)20.8% counted. (Via ABC) #ausvotes #DicksonVotes,OTHER
@user @user link me,OTHER
I can't take this anymore. I'm sorry. I'm so sorry.,OTHER
Can’t get back to fucking sleep,OTHER
@user Lmao u the most realistic Lebron fan out here🤙🏼,OTHER
@user @user Depends what you consider the Middle East. There are no official boundaries,OTHER
Do i love my friends? yes i do,OTHER
@user loved it ! 🤣💕,OTHER
@user good morning tom 🥺,OTHER
"how much problems i got, a lot",OTHER
yes guanlin we get it same,OTHER
It’s a good day to have a good freakin day,OTHER
What's your superpower?,OTHER
"I stay in this zone or mood where I’m not too happy, I’m not really sad... I just know I’m blessed",OTHER
Metallic Aaron Judge Mystery Bag Afternoon,OTHER
@user The City of Niagara Falls looks like a ghetto. Democrat Run. Of course.,OTHER
"Really showed who you are, don’t ever come back to my life, we don’t need you.",OTHER
@user Soon 😏,OTHER
@user Whaaaaaaaat nooooo that was my fave for ages,OTHER
12. Don't have one atm,OTHER
but they didn't delete the other one???? i'm confusion,OTHER
@user No one told me you're back,OTHER
If u had a chance to meet any person in this world for 10mins whom would it be? 🌚~Momo,OTHER
@user @user @user @user @user @user @user lmaooo same! I’m moving in with y’all!,OTHER
bitches was saying SUMMER 2019 was gonna be a movie when it wasn’t even a youtube ad...,OTHER
@user That race only took me two tries.,OTHER
"@user Think about the climate, she’s for a Hollywood actress, make her walk",OTHER
@user Omg lol,OTHER
@user All digits and even my tail crossed for you!,OTHER
@user Very nice 👍,OTHER
@user Gym later?,OTHER
"@user Damn, I actually needed to read this haha. My hair is so long now but I never knew these tricks.",OTHER
MINATO MATE!! oh my why so cuteee platelets-chansss 😍😍😍,OTHER
Still looks a million dollars 😍😍😍,OTHER
What kind of mother just up and leaves their child just cause she's unhappy in her marriage? So cruel. #HerYerdeSen,OTHER
omg josh isnt leaving the band guys we’re good 😭😭😭😭😭😭😭,OTHER
@user jai hind,OTHER
"damn, happy bday MJ D GOAT",OTHER
@user  I’m a Republican!   Mexico will pay it got himthe election.    He’s a liar,OTHER
@user @user @user Holly molly my babies seems f*c**n expensive look*n here..#PushAwardsMayWards,OTHER
@user Ohhhhghh I forgot you didn't know lol @user ya wanna help me explain owo,OTHER
First place goes to literally any other accent ever,OTHER
@user @user Amazing video😍😍 beautiful edited bole to mast hai😍😍,OTHER
i needa get up and make me some breakfast,OTHER
Bring in Yoko Taro to make this game a lil more canon queer,OTHER
There are more of us then there's police.,OTHER
@user rate the floater,OTHER
@user The UK has become so phuked up.,OTHER
@user Message me,OTHER
Have an ear ache?You probably have Munchausen by Proxy.This causes closing of the throat.Try Depakote,OTHER
@user Was that with Virgin Trains?,OTHER
"yeezy’s, balenciaga’s, gucci... 🗑🗑👎🏽",OTHER
@user @user Omg I'm the 17th and our charts are SO similar I love your friend already,OTHER
@user Boss Tha! 💪🏻🙌👏🏻,OTHER
Black jeans. Black shoes. Merch. Givr it all to meee,OTHER
@user @user f♡♡k you,OTHER
@user IM LETTING HIM BE !  !,OTHER
“The best decision I’ve ever made as an entrepreneur is surround myself with black women!”,OTHER
@user @user That a why their most likely rushing it.,OTHER
"@user Bill, Good 1... Thanks for sharing",OTHER
BTS IS IN EUPHORIA’S EPISODE TODAY WHAT,OTHER
Like and I'll give you a song based off your layout/pinned🐘,OTHER
@user it just isn’t idk most likely since not every fan will be into their japanese promotions so probably won’t even know the music,OTHER
"@user @user @user No he won’t you should not have been there,you have no party",OTHER
@user @user That’s not cyber bullying,OTHER
"@user @user Awwww. Sweet baby, Vino. 🙏❤️🦋",OTHER
@user Ooh are you about to finish?,OTHER
@user @user Goondas,OTHER
"As a longtime customer, I would like to publicly say Thank you @user",OTHER
@user We will see,OTHER
@user @user Proof,OTHER
Me when it plays at work lmaooo,OTHER
📊 | #VillarrealBarça | Key Match Stats: Barça have won 11 of their last 13 matches against Villarreal in all competitions.,OTHER
I was asked something by a British person and I had flashbacks to the Boston Tea Party 😳😣🛳🌊☕️👀,OTHER
I can’t even find parking on my block,OTHER
Can people just collectively ignore them. Just don't waste your time....,OTHER
Need ur love need ur taym🎶😿,OTHER
"maybe i’m not flying, but i’m floatin",OTHER
@user @user We are not building his wall. We do not bargain with terrorists.,OTHER
@user Utter non sense. Will Dorsey the great do anything?,OTHER
@user Don’t be !! It’s not that bad and I HATE the dentist the worst part is just the sound,OTHER
@user @user Cool names. They're unique,OTHER
Europe can't relate,OTHER
@user I know :( my poor baby THEY GAVE HER A CUTE PINK CAST THING THO,OTHER
"@user Ok, but sleep soon💜Love you, good night💜",OTHER
@user Jamie I fucked up I meant jamie,OTHER
Please remember that Captain Marvel went one on one with Thanos and didn’t get moved till he punched her with the power stone,OTHER
@user $exc numb-nuts,OTHER
@user @user Pearls are her favorite!,OTHER
I'm thinking about changing up adhd meds. But changing meds is scary and exhausting af,OTHER
@user Just don’t trust all u see online. Even pple verified don’t trust all,OTHER
Movaaaa showzin do sant,OTHER
@user Hi follow me?,OTHER
@user Summit? More like bargain basement!,OTHER
this mf ate and went back to bed,OTHER
"Birth InfoBirthdate April 23th, 1993BirthplaceTokyo, JapanBloodtype BCurrent Age 20 Years Old#Chikariina",OTHER
@user Im not watching ib but i know he will rocking as a villan,OTHER
wow grade 9 amethyst,OTHER
Frrr 😭😭😭 I can’t swim,OTHER
@user where’s the lie,OTHER
"@user Fuck KD, he still a bitch ass nigga",OTHER
Suck it easy,OTHER
Idk. Vibes I guess,OTHER
I’m at a higher place - drake,OTHER
@user @user Be kind for human beings first than animals. Madam.,OTHER
So he’ll get out when he’s 69???😂😂😂😂😂,OTHER
@user Yes I remember this,OTHER
Tutorial!! Five reasons why Mocha Uson is such a fitspiration.,OTHER
@user Lol yep,OTHER
Tell that to DMX. (His blunt was laced and got hooked),OTHER
@user Pls stick to ur cuddling of the baby boy and nurse him,OTHER
@user this is how you see they dont have individual fandoms,OTHER
with my dying breath: ...hey adora...,OTHER
@user Those greenish-teal shorts were beyond dope.,OTHER
@user Don’t do it,OTHER
@user con yay west,OTHER
andy had a skyfire cycle shirt 🥺,OTHER
@user I like both but I like RPGs more  of course,OTHER
@user We watching??! @user @user,OTHER
take this shit down #WhoDat,OTHER
"If peeing your pants is cool, consider me Jim Boeheim",OTHER
This is a good one tho.....,OTHER
@user I KNOW LMAOO,OTHER
@user @user You're either trying to spin this or you're reaaaallly dumb. The message was to stop brexit.,OTHER
@user @user 👎🏻👎🏻👎🏻 you get the L of the day.,OTHER
Daawwgg NO THIS MAN DID NOT FUCKIN DIE BRO,OTHER
@user Get to it 😩😂,OTHER
"@user .....wait, is it just me who don't get the joke?",OTHER
@user @user My team are hands down the worst but managed to fraud 4 games. Can still make the playoffs with a bit of luck.,OTHER
This is disgusting.,OTHER
"They're gonna be staring at your face, Mike -- so walk outta the place real fast -- but you don't run.",OTHER
twitter can be so exhausting,OTHER
@user Thank you for sharing! Hope to meet you all in person one day! 💜,OTHER
"To avoid criticism do nothing, say nothing, be nothing. - Elbert Hubbard #criticism #inaction",OTHER
And still counting 😍💖,OTHER
This is a country where you can only find peace by accepting the people of the grass....,OTHER
@user All le time,OTHER
@user I also think Foxen has NOT been respecting Koray at this final much and it's something to be talked about....,OTHER
"Changed me mind, Sunderland kits are unreal.",OTHER
@user A Spirit Airlines passenger on Air Force One ?,OTHER
@user @user 😀😁😂🤣😃 no collusion no obstruction #MAGA,OTHER
@user @user @user But they have to have formal agreement with the country.,OTHER
"yg............ I'm a lil upset but ig they do have to follow a theme w the albums, hopefully next cb will  be better.",OTHER
@user @user Different.  Very different.,OTHER
Ion got time to explain anybody shit 😂,OTHER
@user 🤮you foul. It don’t even look good,OTHER
@user // That's quite the fitting name for him.,OTHER
@user I got your back Derrick!,OTHER
Purity police and bubble wrapped individuals can suck my non existent wiener tbh.,OTHER
im kinda regretting going out earlier hhHHH my allergies are so bad i cant stop coughing,OTHER
"@user Same, I'd love to sing on my channel but it's too much for me",OTHER
Taco Bell bout to drop a chicken sandwich 😂,OTHER
Now playing #MileyCyrus - #SlideAway on Total Hits,OTHER
I GOTTA BELIEVE,OTHER
#panthers run defense tonight has been a beast,OTHER
@user What about the glowing economy and zero unemployment bullshit spouted by Leonard and his home boys at the Dail Creche?,OTHER
"Famous, you get up too, as well as Aw'gri - the two of you can hear shuffling from outside your rooms, and a sense of uneasiness covers you",OTHER
@user Ah ok ty!!,OTHER
@user not yet but I’ll take all the love 🥺🥺,OTHER
@user @user Loving the wind swept look 💞🇮🇪,OTHER
I got you girl. RT this please,OTHER
after july im so not ready to go back to the high school that i go too.,OTHER
I am asking all my friends if they have photos of me because I have 0!,OTHER
If any of you make it out alive with an alien share the photos. 😎,OTHER
wow shoutout to spotify for givin me suicide songs in my weekly playlist im really living,OTHER
@user Am gonna flip it on at work,OTHER
@user @user They very reason the need to #WalkAway,OTHER
@user @user exactly my question 😭😭,OTHER
@user 😂😂 that’s real pic,OTHER
@user @user Commentary audio is horrible - crowd is drowning it out.,OTHER
Katsuki is really a super violent version of tsundere huh..,OTHER
Fuck this useless farmers league i fucking hate it.losing to sufc 2.0 but Reading lost too so it’s ok,OTHER
I always cook too much of everything 😭🤦,OTHER
@user @user it would give you like open+ cus you’d have a public ip,OTHER
This is a test from the cms! 1487510882,OTHER
@user hell yesss grllll,OTHER
62. on a scale of 1-10 how much having your period is a brake?,OTHER
@user Let Issa tickle or or torture you in anyway he wants &gt;:)..,OTHER
Still very early doors but Australia could really do with a wicket here. #Ashes,OTHER
i cant seem to say wat's on my brain,OTHER
she text ha luv havin drugged sex yea yea,OTHER
@user can you hook it up please?,OTHER
"@user eh, I think kidrobot would do bfdi more justice and would be easier to get a deal with",OTHER
some of y’all mad MAD,OTHER
@user and looks stunning,OTHER
@user @user 🤣🤣 Mood!,OTHER
@user Mendy stat padding trophy 😉,OTHER
@user Thanks! Needs more plants... Sooooon 🤗,OTHER
"It's imperative to propose subject formation, anti",OTHER
@user He’s talking about if they were on the Pelicans lol,OTHER
"Chris Martin &amp; Mr. G - Girls, Money &amp; Rum",OTHER
"@user I'm with you, Cara!",OTHER
@user IT FCKING IS,OTHER
there’s a lot happeniNG STOP,OTHER
I got 4 mosquito bites on my leg from today. B1tch was inside the house,OTHER
Hey that means @user gave @user its toughest match...,OTHER
WOW WHAT A RACE,OTHER
Because PizzaGate begets copycats. This is human history.,OTHER
Raptors in 6 vs the Bucks...,OTHER
I bout to freeze up in here,OTHER
@user Ummmmm how?,OTHER
my son will wrestle and I don’t care what his daddy gotta say about it,OTHER
Where the fuck is Power? @user,OTHER
@user @user I know,OTHER
The Pirates actually winning a game makes me laugh,OTHER
"@user @user I remember vividly Scott turning on Rick, rick wins the titles and replaced buff bagwell's mom with kaos",OTHER
MY BABY LYANNA NOOOOOOO #GameofThrones,OTHER
"Although fashion &amp; photography deeply inspired “Candle,” it’s cinema and television that established the setting and overall tone.",OTHER
@user @user Thanks cub 😎,OTHER
"@user @user @user @user @user Oops, that’s next week!",OTHER
@user @user @user @user @user @user @user @user @user @user Looking for a slave,OTHER
last laugh is always the best,OTHER
@user I’m convinced,OTHER
@user Thank you,OTHER
@user thanks dude!!! ✌🏼✌🏼,OTHER
@user Nope dear I'm on duty at work...u know our job now...😂,OTHER
@user aaaaa i see thankyou infonya seyeng,OTHER
@user i loveyou!!,OTHER
Good think my job requires me to use my voice. All. Damn. Day. I currently do not have one. Lol,OTHER
@user @user It’s now what you say.... it’s how you say it,OTHER
@user @user Tasted better cooked/burned 😂 😂,OTHER
Oh wow. What a win #Rams #LARvsNO,OTHER
I might have to convince @user to go see @user with me next month. Or maybe they can convince her.,OTHER
hallo : 19b8fa55-2bb2-499f-9b4b-84f7557cdce1,OTHER
@user @user When they expected the referendum to deliver all that back to us.,OTHER
@user @user One of his best so far,OTHER
"you can give someone your all, doesn’t mean they’re gonna give their all in return.",OTHER
"@user No mate but will be there for Coventry, are you going?",OTHER
North America and Europe are moving away from each other about 1 inch per year. #quotes2inspire,OTHER
Oh Peru. This has to be heart wrenching for Peruvians. So many chances! #PERDEN,OTHER
"@user @user @user Steve, is a true gem! To America and Democracy, Nicolle😉",OTHER
my bacccckkk ☹️,OTHER
@user He was smart &amp; retired!,OTHER
@user Thank youuu 🥰💖,OTHER
A wild @user appears,OTHER
@user Chinese couple 😂,OTHER
@user 🙏🏿 god willin,OTHER
@user making history 🙌,OTHER
@user I gotta go see my boss Rq,OTHER
@user assumption: ur addicted to social media 😂 love u ❤️,OTHER
"Some people I’d never fuck with again , no beef , no ill feelings just well wishes . that’s just what it is . .",OTHER
@user are you an accredited private investor?,OTHER
The deadline to vote in Ohio is October 9th. Time's running out.#RegisterToVote #GOTV,OTHER
A lion doesn't concern himself with the opinion of a sheep.,OTHER
@user Or they could ask you about the Russian spy you met with.#MariaButina,OTHER
"City of the damned, lost children with dirty faces today, no one really seems to care.",OTHER
@user leave me alone damnit,OTHER
@user Thanks ♥️,OTHER
@user Me too 😉,OTHER
THE FETE THAT SHALL TAKE PLACE THIS YEAR WILL BE UNBELIEVABLE!,OTHER
"#wba drop Nyom, Livermore, Hegazi and Gibbs and bring in the new LB, morrison, dawson and Tosin. and those would be my changes for tomorrow.",OTHER
ivy maybe u should just go live in a national park or smth #gotham,OTHER
He was a very successful barrister.Getting you to agree with him is his profession.,OTHER
"It's your midweek dose of Rock Heaven, at just gone 7. Today it's Stairway To Heaven by Led Zeppelin",OTHER
@user I'M GONNA TAKE MY HORSE 😂,OTHER
Laura must be a cat with many lives.,OTHER
@user Legends! Thankyou!,OTHER
They were the ones with the weird eschatology!,OTHER
I love it,OTHER
Watching @user IG makes me remember the old #Cribs show on @user back in the days! #whatsinthefridge?  #wewannaseemore 😂🤪,OTHER
@user The fuck?!!!!,OTHER
Yes! 🥰 It's so nice living that life.,OTHER
"@user This can be good if enforced strictly. But given our past records, it’ll be a blanket license",OTHER
"god, im an awful person",OTHER
#ProKid  #Music #OnlineRadio #Diaspora #DigitalRadio (Click link on Bio to Listen) - Uthini Ngo Pro,OTHER
2#ABSCBNBallFanFave Inigo Pascual#ABSCBNBallFanFave Maris Racal#ABSCBNBall2018ELLENYAxPENG MillennialLove,OTHER
@user Never you. :/,OTHER
@user IM PROUD!!! CONGRATS❤️❤️❤️,OTHER
@user Wow so your a small breasted girl that craves cock? Who knew?,OTHER
chapter 1 🤩 the stickers are cute yeah but the 1st pic is cuter 😝,OTHER
@user yanderes = worst deres,OTHER
my chocolate bby 😩😩😩,OTHER
